Min_Levenshtein,Avg_BLOSUM62
4.0,28.49054905490549
6.0,32.96519651965197
5.0,33.35193519351935
4.0,30.868486848684867
8.0,40.42744274427443
5.0,28.83098309830983
7.0,38.25472547254726
6.0,37.17661766176618
6.0,35.95029502950295
5.0,30.527052705270528
9.0,37.24442444244424
8.0,38.27822782278228
4.0,28.345634563456347
9.0,40.885788578857884
7.0,37.83978397839784
4.0,29.773177317731772
9.0,40.39193919391939
8.0,37.537953795379536
9.0,41.2964296429643
6.0,32.494149414941496
8.0,37.14551455145514
6.0,35.774877487748775
8.0,39.97339733973397
4.0,28.62956295629563
9.0,37.446144614461446
5.0,31.898889888988897
5.0,33.154115411541156
7.0,37.46904690469047
7.0,37.485448544854485
5.0,31.445944594459444
4.0,29.883588358835883
9.0,41.4979497949795
7.0,35.65786578657866
4.0,25.842484248424842
9.0,38.73967396739674
6.0,33.85698569856986
5.0,31.896389638963896
4.0,30.346134613461345
7.0,38.15181518151815
8.0,35.51605160516051
6.0,37.71297129712971
8.0,41.23742374237424
6.0,34.69326932693269
7.0,36.995599559956
5.0,30.748074807480748
6.0,33.72657265726573
8.0,35.93949394939494
8.0,42.00770077007701
5.0,30.92209220922092
6.0,36.25892589258926
7.0,38.16771677167717
4.0,27.172117211721172
6.0,33.189018901890186
4.0,28.414141414141415
7.0,34.173917391739174
8.0,40.173817381738175
6.0,35.78517851785178
7.0,36.98339833983398
8.0,39.22182218221822
8.0,39.72187218721872
5.0,28.4988498849885
4.0,26.364636463646363
5.0,32.87338733873387
6.0,35.121212121212125
8.0,36.20962096209621
6.0,30.50855085508551
5.0,33.04980498049805
5.0,29.908390839083907
5.0,35.923692369236925
5.0,31.886288628862886
5.0,33.106010601060106
9.0,38.54885488548855
7.0,33.638663866386636
7.0,38.97889788978898
8.0,37.76037603760376
4.0,26.964696469646963
6.0,36.52445244524453
8.0,41.32053205320532
4.0,27.935493549354934
5.0,25.36023602360236
5.0,34.23232323232323
10.0,36.895089508950896
8.0,37.803380338033804
4.0,26.875687568756877
4.0,22.814081408140815
4.0,28.6022602260226
4.0,29.94849484948495
9.0,37.55085508550855
4.0,28.966696669666966
5.0,31.346634663466347
6.0,32.01440144014401
3.0,27.1997199719972
7.0,36.947194719471945
8.0,37.813381338133816
8.0,36.37973797379738
8.0,38.026402640264024
6.0,36.437443744374434
7.0,35.424742474247424
5.0,32.167516751675166
5.0,33.8991899189919
6.0,35.03970397039704
8.0,38.014801480148016
8.0,37.33113311331133
7.0,30.905290529052905
3.0,31.87818781878188
4.0,26.224722472247226
4.0,25.615361536153614
9.0,40.07270727072707
8.0,38.7009700970097
4.0,28.746974697469746
9.0,38.263726372637265
7.0,37.59255925592559
5.0,30.83048304830483
8.0,39.65246524652465
5.0,35.842484248424846
6.0,31.223122312231222
5.0,30.204720472047203
7.0,37.04240424042404
7.0,39.05890589058906
5.0,34.8010801080108
8.0,37.94919491949195
4.0,28.661966196619662
5.0,31.781678167816782
9.0,41.176517651765174
5.0,32.263026302630266
9.0,41.01940194019402
4.0,26.9014901490149
4.0,32.311931193119314
9.0,39.84918491849185
6.0,31.386138613861387
8.0,40.48054805480548
8.0,34.45954595459546
7.0,39.478547854785475
4.0,27.199019901990198
6.0,34.11531153115312
5.0,27.162916291629163
4.0,32.582858285828586
8.0,38.27762776277628
8.0,38.406340634063405
3.0,28.944094409440943
7.0,41.24812481248125
6.0,35.649464946494646
3.0,29.138513851385138
7.0,34.45974597459746
8.0,37.03080308030803
6.0,38.062906290629066
7.0,34.69266926692669
5.0,28.65776577657766
7.0,34.1984198419842
5.0,33.82388238823882
9.0,41.44504450445044
9.0,37.90979097909791
5.0,30.94009400940094
8.0,38.806580658065805
8.0,42.35793579357936
4.0,27.946494649464945
7.0,40.57255725572557
4.0,27.842484248424842
5.0,30.417941794179416
6.0,34.51245124512451
7.0,37.320732073207324
4.0,29.586758675867586
4.0,31.84908490849085
4.0,28.894889488948895
8.0,38.032603260326034
6.0,37.013501350135016
4.0,30.458045804580458
7.0,37.42874287428743
5.0,33.25702570257026
8.0,38.92129212921292
8.0,35.09420942094209
5.0,27.512851285128512
5.0,30.742774277427742
6.0,37.155615561556154
5.0,30.265026502650265
7.0,36.38563856385638
6.0,32.73277327732773
7.0,33.889488948894886
9.0,38.62556255625562
7.0,39.805880588058805
6.0,32.806580658065805
6.0,31.998199819982
4.0,26.675467546754675
5.0,27.058505850585057
8.0,36.97029702970297
4.0,31.335033503350335
4.0,27.914791479147915
5.0,32.560756075607564
8.0,36.32213221322132
4.0,28.305430543054307
3.0,28.933393339333932
7.0,35.6959695969597
9.0,40.664666466646665
8.0,38.92209220922092
6.0,32.21412141214122
4.0,26.39053905390539
5.0,27.874187418741876
6.0,31.253825382538253
6.0,35.41024102410241
8.0,38.3040304030403
4.0,31.513151315131513
5.0,35.414541454145414
6.0,34.06150615061506
3.0,27.59005900590059
6.0,33.717871787178716
8.0,38.47004700470047
4.0,26.386338633863385
7.0,37.341634163416344
7.0,37.321432143214324
8.0,32.806580658065805
9.0,35.61126112611261
9.0,38.51055105510551
4.0,26.992499249924993
7.0,37.123112311231125
9.0,40.02770277027703
6.0,35.60806080608061
6.0,32.73407340734074
7.0,35.426042604260424
4.0,27.742774277427742
5.0,31.003000300030003
9.0,41.61996199619962
7.0,38.071807180718075
6.0,35.346834683468344
6.0,33.32923292329233
8.0,40.54195419541954
6.0,34.796979697969796
7.0,35.70797079707971
8.0,38.22022202220222
4.0,26.655065506550656
5.0,28.325832583258325
8.0,37.993999399939995
6.0,33.42254225422542
6.0,36.79207920792079
8.0,39.922892289228926
4.0,31.256425642564256
5.0,28.755675567556757
8.0,37.07360736073608
9.0,39.475847584758476
9.0,40.4999499949995
6.0,34.427842784278425
8.0,36.24992499249925
6.0,38.4032403240324
7.0,37.54955495549555
5.0,34.652565256525655
5.0,35.09070907090709
6.0,35.228922892289226
8.0,36.094009400940095
9.0,37.607660766076606
8.0,40.93869386938694
8.0,34.87928792879288
7.0,39.10781078107811
4.0,28.405640564056405
5.0,32.41784178417842
7.0,40.26032603260326
4.0,31.982998299829983
7.0,37.1963196319632
5.0,32.02920292029203
7.0,35.734373437343734
9.0,41.14491449144914
3.0,29.623662366236623
4.0,29.23822382238224
9.0,37.588058805880586
4.0,26.824482448244826
6.0,33.81368136813681
4.0,27.93899389938994
5.0,27.61876187618762
7.0,34.65806580658066
4.0,28.315431543154315
8.0,34.72717271727173
9.0,40.62976297629763
7.0,38.385438543854384
7.0,36.42374237423742
5.0,28.483048304830483
4.0,28.103010301030103
7.0,37.09200920092009
7.0,35.264326432643266
4.0,29.836483648364837
4.0,28.663166316631663
6.0,32.12921292129213
6.0,35.52095209520952
7.0,36.85628562856286
6.0,30.91099109910991
9.0,38.95069506950695
8.0,36.69266926692669
4.0,26.504150415041504
8.0,40.09070907090709
8.0,37.5995599559956
5.0,31.655365536553656
8.0,39.845884588458844
8.0,36.641164116411645
6.0,30.875587558755875
4.0,29.55255525552555
4.0,32.92119211921192
7.0,34.75897589758976
5.0,30.393639363936394
8.0,39.83968396839684
7.0,36.45894589458946
6.0,35.817281728172816
5.0,34.09300930093009
8.0,40.817381738173815
7.0,33.62116211621162
8.0,39.89278927892789
9.0,36.617761776177616
7.0,38.543554355435546
8.0,37.43504350435043
6.0,29.556355635563555
5.0,30.502050205020502
5.0,29.84678467846785
9.0,39.53525352535254
4.0,28.745974597459746
9.0,36.953295329532956
6.0,36.54055405540554
8.0,36.81028102810281
9.0,38.67576757675768
9.0,38.35203520352035
7.0,37.46814681468147
4.0,30.335033503350335
9.0,39.90769076907691
5.0,30.92979297929793
5.0,32.8006800680068
7.0,33.12871287128713
8.0,37.729272927292726
6.0,36.974997499749975
5.0,32.139013901390136
9.0,41.06090609060906
6.0,34.14941494149415
8.0,38.71677167716771
9.0,39.781778177817785
9.0,40.12681268126813
7.0,36.53195319531953
5.0,32.16891689168917
6.0,33.36353635363536
6.0,35.86758675867587
7.0,37.13421342134213
6.0,36.12201220122012
5.0,30.398239823982397
5.0,30.88058805880588
9.0,42.41074107410741
6.0,34.862786278627865
5.0,34.221922192219225
9.0,38.064806480648066
8.0,37.805980598059804
5.0,30.634763476347636
5.0,27.026602660266025
5.0,32.39183918391839
4.0,28.257325732573257
7.0,38.82148214821482
4.0,26.103410341034103
6.0,33.88898889888989
7.0,33.9011901190119
5.0,33.85838583858386
7.0,40.135213521352135
4.0,28.346834683468348
3.0,30.295829582958294
9.0,38.37813781378138
6.0,32.05380538053805
7.0,35.85448544854486
8.0,39.03740374037404
7.0,36.68986898689869
6.0,34.642464246424645
4.0,30.418541854185417
6.0,33.814881488148814
6.0,34.18831883188319
4.0,26.35753575357536
7.0,34.46234623462346
7.0,34.4970497049705
5.0,31.598359835983597
4.0,27.074907490749077
7.0,38.07860786078608
8.0,36.333933393339336
5.0,30.557255725572556
5.0,30.224822482248225
8.0,41.0982098209821
8.0,37.87198719871987
8.0,37.28762876287629
8.0,39.14741474147415
7.0,36.616661666166614
5.0,32.01460146014602
7.0,39.28502850285029
9.0,39.84608460846085
6.0,30.815881588158817
9.0,40.627262726272626
5.0,29.356535653565356
9.0,40.81558155815581
7.0,38.151615161516155
5.0,30.21792179217922
6.0,31.373937393739375
3.0,29.675567556755677
7.0,39.2005200520052
8.0,39.505150515051504
9.0,39.27142714271427
4.0,31.083108310831083
5.0,26.740774077407742
6.0,33.364536453645364
5.0,32.003700370037
5.0,29.827282728272827
7.0,36.2971297129713
5.0,34.95189518951895
4.0,28.49134913491349
7.0,33.17671767176718
8.0,39.503250325032504
4.0,30.686968696869688
5.0,31.462946294629464
4.0,28.28852885288529
9.0,41.72577257725773
4.0,27.1976197619762
5.0,30.04170417041704
4.0,26.839283928392838
6.0,36.57715771577158
4.0,30.905490549054907
7.0,36.447544754475445
6.0,36.21092109210921
6.0,33.66136613661366
8.0,37.911591159115915
8.0,38.437443744374434
7.0,34.97609760976098
3.0,25.998599859985998
6.0,35.945994599459944
7.0,38.548154815481546
7.0,35.575457545754574
8.0,37.04370437043704
5.0,28.654465446544656
8.0,33.653865386538655
7.0,38.41024102410241
4.0,27.427742774277426
4.0,27.99039903990399
5.0,33.23992399239924
4.0,28.19041904190419
6.0,33.97279727972797
8.0,41.271927192719275
9.0,38.280228022802284
4.0,30.165916591659165
8.0,39.45714571457146
7.0,38.2993299329933
5.0,29.967496749674968
8.0,39.074307430743076
8.0,36.454945494549456
7.0,35.6971697169717
4.0,25.03190319031903
10.0,40.46084608460846
6.0,32.07480748074808
7.0,37.642364236423646
4.0,27.525252525252526
5.0,31.775077507750776
6.0,35.88878887888789
6.0,34.27552755275528
4.0,32.94119411941194
8.0,40.87528752875288
9.0,41.001100110011
7.0,37.279627962796276
5.0,32.11251125112511
8.0,37.86368636863686
6.0,32.205620562056204
6.0,30.51815181518152
3.0,23.11201120112011
4.0,24.465846584658465
5.0,31.586058605860586
6.0,35.43144314431443
5.0,32.4007400740074
4.0,29.988798879887987
7.0,37.997799779977996
9.0,37.43974397439744
8.0,39.914091409140916
6.0,33.59585958595859
4.0,27.545754575457547
7.0,38.265726572657265
4.0,29.31183118311831
6.0,32.004300430043
8.0,39.73157315731573
4.0,26.56775677567757
8.0,38.45964596459646
7.0,35.8029802980298
7.0,32.69286928692869
7.0,37.72107210721072
9.0,37.8995899589959
9.0,42.03530353035303
8.0,36.532253225322535
7.0,37.66946694669467
6.0,35.05040504050405
5.0,28.454645464546456
5.0,31.673867386738674
7.0,37.50675067506751
6.0,34.46614661466147
3.0,28.101510151015102
9.0,37.97779777977798
9.0,37.284628462846285
4.0,29.824382438243823
6.0,34.183818381838186
5.0,27.405140514051403
8.0,35.8990899089909
5.0,32.9019901990199
7.0,38.92349234923493
4.0,30.553655365536553
8.0,37.72397239723973
5.0,32.327732773277326
4.0,29.95849584958496
6.0,35.956095609560954
8.0,39.54025402540254
8.0,37.413941394139414
4.0,32.875687568756874
4.0,29.766776677667767
4.0,26.68296829682968
6.0,33.65436543654366
7.0,37.65676567656766
7.0,38.1045104510451
4.0,27.306230623062305
9.0,39.69086908690869
4.0,26.845484548454845
9.0,38.8009800980098
5.0,32.77877787778778
4.0,22.05020502050205
10.0,39.56695669566957
8.0,35.01960196019602
6.0,35.27112711271127
6.0,34.78057805780578
5.0,33.88148814881488
4.0,29.60866086608661
5.0,32.264326432643266
5.0,29.679067906790678
7.0,35.55735573557356
8.0,41.76437643764376
9.0,38.52575257525753
5.0,32.04070407040704
3.0,26.662866286628663
7.0,34.96779677967797
7.0,35.63156315631563
4.0,25.55155515551555
6.0,33.14141414141414
5.0,29.83128312831283
7.0,36.018101810181015
4.0,28.98839883988399
8.0,34.9023902390239
7.0,40.515851585158515
8.0,37.84368436843685
6.0,33.05990599059906
5.0,29.66886688668867
4.0,30.516351635163517
5.0,31.918491849184917
6.0,32.63316331633163
4.0,28.554855485548554
4.0,26.30853085308531
6.0,33.77077707770777
6.0,32.48814881488149
8.0,38.087108710871085
4.0,30.980798079807983
4.0,26.21822182218222
7.0,37.513351335133514
8.0,39.32033203320332
6.0,35.037103710371035
9.0,39.166216621662166
5.0,32.52845284528453
4.0,27.1007100710071
7.0,35.48364836483648
8.0,38.112411241124114
6.0,35.667166716671666
9.0,40.42974297429743
6.0,34.64256425642564
4.0,28.220822082208223
8.0,36.85578557855786
5.0,24.980798079807983
5.0,28.103410341034103
8.0,34.061106110611064
7.0,35.70697069706971
8.0,34.98089808980898
4.0,31.162916291629163
7.0,37.35483548354836
8.0,37.162916291629166
6.0,36.23172317231723
3.0,28.145514551455147
7.0,38.310631063106314
8.0,38.75417541754175
7.0,36.83728372837284
4.0,28.594159415941593
4.0,28.422442244224424
8.0,37.82088208820882
4.0,25.564356435643564
7.0,34.09430943094309
8.0,36.673367336733676
5.0,31.858385838583857
8.0,38.90969096909691
5.0,31.071107110711072
6.0,34.218221822182215
7.0,36.274427442744276
9.0,39.16151615161516
5.0,33.86048604860486
7.0,34.86128612861286
5.0,30.04120412041204
7.0,39.98419841984198
3.0,29.59205920592059
8.0,35.23132313231323
8.0,38.66106610661066
4.0,32.456345634563455
4.0,28.44004400440044
7.0,32.89188918891889
6.0,32.678567856785676
7.0,37.201720172017204
5.0,26.157315731573156
8.0,37.631763176317634
7.0,38.92509250925092
7.0,34.97059705970597
8.0,36.815481548154814
6.0,30.877387738773876
5.0,33.20592059205921
7.0,38.21112111211121
9.0,40.1009100910091
5.0,31.154115411541156
6.0,38.27152715271527
4.0,29.7003700370037
9.0,40.37993799379938
5.0,33.225022502250226
4.0,31.564556455645565
4.0,30.49024902490249
4.0,31.565756575657566
4.0,28.646664666466645
8.0,37.96209620962096
8.0,41.91849184918492
8.0,38.98659865986598
6.0,33.02940294029403
9.0,41.41914191419142
6.0,34.165616561656165
9.0,38.78927892789279
4.0,29.013001300130014
5.0,29.857685768576857
9.0,40.96829682968297
5.0,31.057605760576056
3.0,30.46714671467147
7.0,38.06220622062206
7.0,36.43954395439544
5.0,28.275927592759277
8.0,40.14001400140014
7.0,37.555055505550555
8.0,39.44084408440844
6.0,35.28222822282228
8.0,33.00870087008701
4.0,32.05320532053205
5.0,30.86158615861586
4.0,26.823982398239824
7.0,36.156815681568155
4.0,27.91799179917992
5.0,31.77907790779078
9.0,41.167516751675166
5.0,31.94099409940994
5.0,31.295829582958294
6.0,34.82818281828183
6.0,30.953495349534954
9.0,37.4028402840284
8.0,40.54415441544155
4.0,29.739573957395738
6.0,32.69016901690169
6.0,32.3982398239824
7.0,38.53035303530353
5.0,27.256725672567256
7.0,35.394939493949394
9.0,38.34963496349635
9.0,38.84728472847285
7.0,37.12471247124712
8.0,38.43994399439944
3.0,30.03930393039304
6.0,34.94289428942894
5.0,31.939993999399938
6.0,34.82568256825682
8.0,38.21102110211021
5.0,34.3033303330333
9.0,37.99179917991799
4.0,25.87148714871487
5.0,30.394539453945395
5.0,27.32163216321632
5.0,32.556355635563555
4.0,34.58715871587159
7.0,36.28362836283628
5.0,32.06390639063906
6.0,34.08000800080008
9.0,39.062906290629066
5.0,30.87268726872687
8.0,37.64796479647965
9.0,40.653865386538655
7.0,34.94969496949695
7.0,33.26712671267127
8.0,36.11591159115912
8.0,38.27232723272327
6.0,32.24812481248125
4.0,30.195819581958197
8.0,36.376437643764376
6.0,32.875587558755875
5.0,29.34963496349635
5.0,31.32783278327833
7.0,34.503750375037505
7.0,38.97809780978098
4.0,26.485548554855484
5.0,25.904190419041903
5.0,26.818681868186818
5.0,31.44324432443244
8.0,40.42004200420042
8.0,38.56795679567957
8.0,36.000400040004
6.0,31.88278827882788
6.0,33.056005600560056
8.0,41.33813381338134
6.0,34.87598759875988
7.0,34.03820382038204
4.0,28.625462546254624
5.0,29.39233923392339
5.0,29.829482948294828
5.0,29.84978497849785
7.0,34.85938593859386
5.0,30.565356535653564
7.0,37.910391039103914
7.0,38.76707670767077
9.0,36.736273627362735
4.0,26.29152915291529
6.0,35.88398839883988
8.0,38.457545754575456
5.0,32.81648164816482
8.0,42.154315431543154
7.0,33.883788378837885
4.0,30.33033303330333
9.0,40.047904790479045
8.0,39.54105410541054
5.0,27.513951395139514
6.0,33.264426442644265
6.0,32.704670467046704
7.0,37.916791679167915
8.0,42.882488248824885
6.0,35.02910291029103
7.0,36.52005200520052
6.0,33.896489648964895
5.0,32.521452145214525
8.0,36.995999599959994
4.0,29.18881888188819
4.0,27.83218321832183
4.0,29.971297129712973
8.0,38.25912591259126
4.0,31.15041504150415
4.0,26.98159815981598
5.0,32.457645764576455
3.0,27.72017201720172
8.0,41.03670367036704
6.0,34.094109410941094
7.0,34.53315331533153
5.0,33.46794679467947
10.0,38.896489648964895
6.0,34.6027602760276
8.0,39.97609760976098
4.0,28.05020502050205
5.0,28.183818381838183
6.0,31.907190719071906
8.0,36.43624362436243
4.0,28.501450145014502
6.0,37.48044804480448
7.0,39.07480748074808
4.0,25.898589858985897
5.0,31.538453845384538
7.0,35.93149314931493
8.0,34.87038703870387
6.0,35.323832383238326
9.0,39.22912291229123
6.0,33.2988298829883
6.0,34.76807680768077
5.0,29.025202520252027
9.0,41.194819481948194
4.0,29.82078207820782
4.0,28.703070307030703
5.0,32.118811881188115
6.0,35.42254225422542
4.0,33.15651565156516
9.0,36.58835883588359
8.0,38.96019601960196
8.0,41.38453845384539
6.0,38.097209720972096
4.0,26.34043404340434
6.0,35.797779777977794
6.0,34.92389238923892
5.0,27.446344634463447
6.0,32.62716271627163
6.0,31.68116811681168
5.0,31.975597559755975
5.0,32.4953495349535
5.0,32.4986498649865
9.0,40.988298829882986
5.0,28.558455845584557
8.0,37.4003400340034
4.0,27.65196519651965
6.0,31.703870387038705
4.0,27.60706070607061
4.0,27.445844584458445
7.0,37.815981598159816
5.0,30.647464746474647
3.0,28.64086408640864
4.0,30.40884088408841
5.0,33.24762476247625
9.0,40.02230223022302
3.0,26.16911691169117
4.0,27.624862486248624
5.0,32.14811481148115
5.0,32.295529552955294
7.0,35.12011201120112
5.0,31.634963496349634
4.0,30.56115611561156
5.0,31.508750875087507
4.0,26.635063506350637
6.0,35.21992199219922
4.0,30.393839383938396
5.0,33.379037903790376
6.0,33.703770377037706
6.0,34.64846484648465
4.0,28.84048404840484
6.0,29.606160616061604
4.0,28.06910691069107
7.0,35.605260526052604
8.0,39.62986298629863
9.0,41.9035903590359
5.0,29.026002600260025
7.0,37.52125212521252
7.0,38.10811081108111
7.0,34.6003600360036
3.0,27.452345234523452
7.0,39.177617761776176
4.0,30.214521452145213
6.0,30.43154315431543
7.0,32.11221122112211
8.0,38.042104210421044
6.0,32.793179317931795
4.0,26.531153115311533
4.0,29.997299729972998
9.0,41.59465946594659
9.0,37.25022502250225
8.0,35.03120312031203
5.0,29.364036403640362
8.0,39.35103510351035
6.0,33.477247724772475
9.0,39.534153415341535
4.0,28.174217421742174
9.0,38.607160716071604
5.0,28.85048504850485
6.0,33.993799379938
6.0,32.94239423942394
4.0,31.055205520552054
7.0,37.61286128612861
4.0,26.907690769076908
7.0,35.632963296329635
6.0,31.24732473247325
7.0,35.55925592559256
6.0,34.632363236323634
7.0,39.765476547654764
7.0,37.59225922592259
7.0,33.604460446044605
4.0,26.78967896789679
6.0,33.96019601960196
7.0,37.936493649364934
6.0,30.016001600160017
7.0,33.488048804880485
8.0,37.217021702170214
7.0,34.61216121612161
7.0,35.504350435043506
7.0,39.25652565256526
8.0,39.776077607760776
5.0,34.43204320432043
9.0,40.09490949094909
5.0,28.293929392939294
6.0,34.34213421342134
6.0,37.41074107410741
5.0,31.075607560756076
4.0,27.234523452345236
5.0,30.88918891889189
8.0,40.568456845684565
9.0,38.387238723872386
8.0,41.002100210021005
6.0,31.07970797079708
9.0,41.18831883188319
6.0,33.44534453445345
5.0,26.884188418841884
7.0,34.85928592859286
3.0,26.76177617761776
7.0,38.453045304530455
7.0,36.30593059305931
9.0,38.7042704270427
8.0,39.26002600260026
4.0,27.755775577557756
8.0,41.28372837283728
5.0,30.1988198819882
9.0,41.468346834683466
9.0,40.11951195119512
4.0,28.674367436743676
5.0,30.999799979998
7.0,39.67776777677768
4.0,29.96109610961096
7.0,37.92859285928593
4.0,24.233723372337234
5.0,32.48314831483148
7.0,37.21062106210621
8.0,37.25942594259426
9.0,41.83108310831083
4.0,32.61196119611961
8.0,38.90859085908591
4.0,28.767376737673768
9.0,38.47064706470647
7.0,36.644464446444644
6.0,29.25942594259426
4.0,27.88098809880988
8.0,39.13911391139114
5.0,30.635763576357636
5.0,31.75687568756876
9.0,40.493649364936495
3.0,28.676967696769676
5.0,29.25132513251325
6.0,34.033803380338036
6.0,31.988798879887987
6.0,34.33503350335034
7.0,38.28692869286929
5.0,32.33083308330833
6.0,34.745874587458744
5.0,31.287128712871286
8.0,38.36223622362236
4.0,28.335933593359336
7.0,38.93959395939594
4.0,27.553955395539553
5.0,30.904590459045906
6.0,35.151715171517154
6.0,32.46864686468647
8.0,39.78607860786079
7.0,34.01700170017002
5.0,29.676967696769676
7.0,36.885588558855886
5.0,25.895889588958894
4.0,32.415841584158414
6.0,36.99409940994099
6.0,35.71897189718972
8.0,37.66116611661166
4.0,28.81098109810981
4.0,26.803780378037803
3.0,29.746474647464748
5.0,33.117011701170114
8.0,35.44604460446045
4.0,29.302530253025303
4.0,32.615861586158616
6.0,35.45224522452245
8.0,38.67636763676368
5.0,29.819381938193818
7.0,38.28952895289529
9.0,40.574157415741574
8.0,37.78847884788479
6.0,32.645564556455646
6.0,35.06570657065706
5.0,31.75877587758776
7.0,36.227622762276226
9.0,37.94739473947395
6.0,34.712171217121714
8.0,38.06700670067007
6.0,33.736373637363734
7.0,37.03300330033003
4.0,27.425142514251426
6.0,31.912991299129914
7.0,36.93219321932193
7.0,37.13831383138314
5.0,29.80878087808781
8.0,39.05120512051205
5.0,30.685168516851686
5.0,33.25402540254026
5.0,30.68896889688969
5.0,29.6979697969797
4.0,29.804980498049805
7.0,37.80958095809581
5.0,32.97739773977398
8.0,38.676867686768674
5.0,30.13101310131013
4.0,28.40984098409841
5.0,30.563156315631563
6.0,38.563156315631566
4.0,26.671467146714672
8.0,40.63056305630563
5.0,27.723372337233723
7.0,35.95899589958996
6.0,33.70937093709371
3.0,27.01110111011101
6.0,33.97059705970597
6.0,34.98089808980898
5.0,31.36863686368637
6.0,35.043404340434044
5.0,32.05520552055206
6.0,36.62386238623862
8.0,37.13821382138214
7.0,37.83268326832683
6.0,37.133313331333134
4.0,25.298229822982297
4.0,28.42914291429143
7.0,38.93119311931193
8.0,37.7060706070607
7.0,33.54015401540154
8.0,36.4000400040004
6.0,35.95989598959896
7.0,36.87958795879588
6.0,31.808880888088808
8.0,36.66956695669567
4.0,29.97889788978898
6.0,35.4045404540454
7.0,37.5040504050405
9.0,39.446744674467446
8.0,36.276527652765274
6.0,34.19001900190019
4.0,25.665066506650664
8.0,39.44034403440344
6.0,33.42704270427043
8.0,38.971197119711974
6.0,35.00710071007101
7.0,38.25082508250825
5.0,32.896389638963896
8.0,41.38883888388839
8.0,38.097309730973095
4.0,26.654665466546653
8.0,36.95169516951695
4.0,27.77097709770977
6.0,36.20782078207821
8.0,39.00880088008801
9.0,39.70747074707471
6.0,36.27692769276928
6.0,36.42514251425143
4.0,27.859585958595858
6.0,36.32563256325633
5.0,32.00970097009701
5.0,36.48194819481948
5.0,31.95989598959896
7.0,37.344134413441346
8.0,38.832983298329836
7.0,35.50985098509851
5.0,31.837383738373838
9.0,40.18091809180918
9.0,39.07150715071507
8.0,37.10691069106911
8.0,37.36213621362136
5.0,27.996199619961995
8.0,38.76357635763576
8.0,37.144114411441144
9.0,38.00590059005901
7.0,38.38553855385538
8.0,36.642964296429646
9.0,40.3012301230123
5.0,33.60366036603661
7.0,37.50835083508351
5.0,31.103210321032105
6.0,35.22822282228223
4.0,26.845184518451845
3.0,26.535353535353536
8.0,36.02200220022002
4.0,28.833583358335833
6.0,34.724272427242724
6.0,35.358235823582355
5.0,31.857485748574856
7.0,37.42884288428843
4.0,28.95859585958596
4.0,26.135813581358136
5.0,33.07280728072807
